Word,Count,Prevalence,FreqZipfUS
remortgage,10,1.132,1.894
remote,6,2.331,4.146
remotely,8,2.324,3.509
remoteness,10,2.125,1.991
remount,7,1.276,1.769
removability,12,1.363,1.292
removable,9,2.232,2.137
removal,7,2.442,3.317
remove,6,2.576,4.327
removed,7,2.343,4.16
remover,7,2.051,2.823
removing,8,2.446,3.512
remunerable,11,0.645,1.292
remunerate,10,0.745,1.292
remuneration,12,0.66,2.371
remunerative,12,0.713,1.593
remuneratively,14,0.433,1.292
remunerator,11,0.414,1.292
renaissance,11,2.13,3.345
renal,5,1.124,3.206
rename,6,2.262,2.371
renascence,10,-0.416,1.292
renascent,9,-0.276,1.292
rend,4,0.905,2.522
render,6,1.913,3.309
renderer,8,1.36,1.593
rendering,9,2.195,3.032
rendezvous,10,1.893,3.787
rendition,9,1.876,2.654
renegade,8,2.122,3.131
renege,6,0.571,2.371
renegotiable,12,1.454,1.292
renegotiate,11,1.663,2.797
renegotiation,13,1.568,2.137
renegotiations,14,1.332,1.593
renew,5,2.339,3.341
renewability,12,1.718,1.292
renewable,9,2.309,2.246
renewably,9,0.966,1.292
renewal,7,2.434,2.991
renewed,7,2.058,3.189
renin,5,-0.826,1.593
renitence,9,-0.833,1.292
renitent,8,-0.738,1.593
renminbi,8,-1.222,1.292
rennet,6,-0.006,1.769
rennin,6,-0.67,1.593
renormalize,11,0.754,1.292
renounce,8,2.326,3.231
renounceable,12,1.395,1.292
renouncement,12,1.396,1.292
renovate,8,2.015,2.438
renovation,10,2.104,2.935
renovator,9,1.592,1.292
renown,6,1.326,2.614
renowned,8,1.951,3.124
rent,4,2.328,4.538
rentability,11,1.299,1.292
rentable,8,1.657,1.292
rental,6,2.312,3.685
rented,6,2.332,3.961
renter,6,1.139,2.438
renumber,8,0.853,1.292
renunciation,12,1.22,2.371
reoccupation,12,1.149,1.292
reoccupy,8,1.639,1.292
reoccur,7,1.376,1.894
reoccurrence,12,1.634,1.593
reoccurring,11,1.524,2.371
reoffend,8,0.885,1.292
reoffer,7,0.797,1.292
reopen,6,1.933,3.206
reoperation,11,0.395,1.292
reorder,7,1.924,1.991
reorganization,14,2.084,2.571
reorganize,10,2.326,2.634
reorganizer,11,1.461,1.292
reorient,8,1.074,1.769
reorientation,13,1.56,1.991
rep,3,1.1,3.713
repack,6,1.476,2.195
repackage,9,2.133,1.894
repacking,9,1.96,1.894
repaint,7,1.844,2.672
repair,6,2.576,3.946
repairable,10,1.961,1.769
repairer,8,1.37,1.593
repairman,9,2.067,3.032
repairment,10,0.538,1.292
repaper,7,0.572,1.593
reparability,12,0.755,1.292
reparable,9,1.069,1.292
reparably,9,0.695,1.292
reparation,10,1.383,2.137
reparative,10,0.991,1.991
reparatory,10,0.679,1.292
repartee,8,0.684,2.614
repartition,11,1.155,1.292
repass,6,0.431,1.292
repast,6,0.682,2.246
repatriate,10,0.983,1.991
repatriation,12,0.865,1.769
repave,6,0.978,1.292
repay,5,2.576,3.717
repayable,9,1.73,1.292
repaying,8,2.236,2.522
repayment,9,2.225,2.406
repeal,6,1.62,2.246
repeat,6,2.244,4.518
repeatability,13,1.534,1.292
repeatable,10,2.18,1.894
repeated,8,2.236,3.45
repeatedly,10,2.576,3.36
repeater,8,2.23,2.468
repel,5,1.952,2.836
repellant,9,1.972,1.991
repellence,10,0.759,1.292
repellency,10,0.673,1.292
repellent,9,2.18,2.905
repellently,11,0.601,1.292
repelling,9,1.825,2.137
repent,6,2.219,3.385
repentance,10,1.823,2.797
repentant,9,1.773,2.406
repentantly,11,1.266,1.292
repercussion,12,2.104,1.991
repercussive,12,1.156,1.292
reperfusion,11,-0.775,1.292
repertoire,10,1.599,2.672
repertory,9,0.58,2.522
repetition,10,2.348,2.848
repetitious,11,1.744,2.195
repetitiously,13,1.307,1.292
repetitiousness,15,0.907,1.292
repetitive,10,2.576,2.769
repetitively,12,2.115,1.593
repetitiveness,14,1.977,1.292
rephrase,8,2.266,3.221
repine,6,-0.32,1.292
replace,7,2.239,4.126
replaceable,11,2.429,2.371
replacement,11,2.576,3.794
replacer,8,1.112,1.593
replant,7,1.418,2.195
replay,6,2.576,3.084
replenish,9,2.334,2.723
replenishment,13,1.908,1.593
replete,7,1.077,2.246
repletion,9,0.742,1.593
replevin,8,-1.145,1.593
replica,7,2.115,3.048
replicable,10,1.682,1.593
replicant,9,1.453,2.496
replicate,9,2.19,2.872
replicated,10,2.143,2.137
replication,11,2.225,2.371
replicator,10,1.94,1.292
replier,7,1.111,1.292
reply,5,2.438,3.683
repo,4,1.083,1.292
repopulate,10,1.756,2.406
repopulation,12,1.666,1.593
report,6,2.576,5.033
reportable,10,1.953,1.593
reportage,9,0.391,2.137
reportedly,10,2.345,2.81
reporter,8,2.576,4.309
reportorial,11,0.003,1.769
repose,6,1.471,2.769
reposed,7,1.614,1.769
reposeful,9,0.574,1.292
reposefully,11,0.156,1.292
reposefulness,13,0.289,1.292
reposit,7,0.648,1.769
reposition,10,1.903,2.739
repository,10,1.931,2.438
repossess,9,1.734,2.614
repossession,12,2.07,1.769
repost,6,2.042,1.292
repot,5,0.402,1.894
repower,7,0.644,1.593
reprehend,9,1.181,1.593
reprehensibility,16,1.257,1.292
reprehensible,13,1.769,2.769
reprehensibly,13,1.766,1.292
reprehension,12,1.281,1.292
reprehensive,12,1.413,1.292
reprehensively,14,1.521,1.292
represent,9,2.115,4.181
representable,13,1.866,1.292
representation,14,2.308,3.399
representational,16,1.76,1.769
representative,14,2.434,3.725
representatively,16,1.535,1.292
representativeness,18,0.685,1.292
repress,7,2.001,2.593
repressed,9,2.345,3.27
repressible,11,1.404,1.292
repression,10,1.803,2.925
repressive,10,2.191,2.406
repressively,12,1.553,1.292
repressiveness,14,1.459,1.593
repressor,9,1.314,1.593
reprieve,8,1.807,3.008
reprimand,9,1.885,2.739
reprimanding,12,1.888,1.991
reprint,7,2.349,2.195
reprisal,8,1.515,2.438
reprise,7,1.907,2.195
repro,5,-0.072,1.593
reproach,8,1.973,2.672
reproachable,12,1.904,1.292
reproachful,11,1.431,1.894
reproachfully,13,1.25,1.292
reprobate,9,0.999,2.371
reprobation,11,0.972,1.292
reprocess,9,1.827,1.769
reproduce,9,2.576,3.195
reproducer,10,1.893,1.292
reproducibility,15,1.079,1.292
reproducible,12,1.061,1.769
reproduction,12,2.086,3.173
reproductive,12,2.23,3.032
reproductively,14,1.615,1.769
reprogram,9,1.491,2.883
reproof,7,1.038,1.769
reprove,7,0.992,1.769
reprovingly,11,0.696,1.292
reps,4,1.189,2.964
reptant,7,-0.854,1.292
reptile,7,2.334,3.155
reptilian,9,1.82,2.522
republic,8,2.576,3.75
republican,10,2.245,3.608
republicanism,13,1.145,1.292
republication,13,0.836,1.292
republish,9,1.291,1.593
repudiate,9,0.975,2.438
repudiation,11,0.824,2.07
repudiator,10,0.527,1.292
repugnance,10,1.531,1.894
repugnancy,10,1.426,1.292
repugnant,9,1.989,2.894
repugnantly,11,1.453,1.292
repulse,7,2.146,2.438
repulsion,9,2.168,2.246
repulsive,9,2.576,3.309
repulsively,11,1.753,1.769
repulsiveness,13,2.167,1.593
repurchase,10,1.472,1.593
repurpose,9,1.418,1.292
reputability,12,1.396,1.292
reputable,9,2.168,2.935
reputably,9,1.734,1.292
reputation,10,2.106,4.285
reputational,12,0.937,1.292
repute,6,1.692,2.371
reputed,7,1.94,2.81
reputedly,9,1.675,1.894
requalification,15,1.537,1.292
request,7,2.321,4.407
requester,9,1.014,1.593
requestor,9,0.835,1.292
requiem,7,1.558,2.593
require,7,2.576,4.027
requirement,11,2.436,3.161
requisite,9,1.9,2.593
requisitely,11,0.685,1.292
requisiteness,13,0.441,1.292
requisition,11,1.803,3.055
requital,8,0.708,1.292
requite,7,0.781,1.894
rerate,6,-0.147,1.593
reread,6,1.884,2.672
rerecord,8,1.19,1.769
reregister,10,1.108,1.292
reregulate,10,0.711,1.292
reregulation,12,0.296,1.292
rerelease,9,1.101,1.593
reroll,6,0.637,1.292
reroof,6,0.67,1.292
reroute,7,2.04,2.935
rerun,5,1.826,2.973
resalable,9,0.456,1.292
resale,6,2.08,2.406
resample,8,1.249,1.292
rescale,7,1.458,1.292
rescan,6,0.477,1.769
reschedule,10,2.238,3.55
rescind,7,1.284,2.739
rescindable,11,0.875,1.292
rescission,10,-0.31,1.593
rescore,7,0.88,1.593
rescrub,7,0.639,1.292
rescue,6,2.095,4.405
rescuer,7,2.251,2.468
reseal,6,1.541,1.894
research,8,2.174,4.519
researcher,10,2.303,2.883
reseat,6,1.432,1.593
resection,9,0.605,2.672
reseed,6,1.128,1.769
reselect,8,1.506,1.292
reselection,11,1.21,1.292
resell,6,1.139,2.246
reseller,8,1.529,1.292
resemblance,11,2.089,3.55
resemble,8,2.432,3.236
resend,6,2.021,1.769
resent,6,2.12,3.76
resentence,10,0.131,1.292
resentful,9,2.576,2.769
resentfully,11,1.992,1.292
resentment,10,2.576,3.178
reserpine,9,-1.111,1.292
reservation,11,2.576,4.014
reservationist,14,1.26,1.292
reserve,7,2.43,3.857
reserved,8,2.329,3.705
reservedly,10,1.574,1.292
reservist,9,1.246,1.894
reservoir,9,2.336,3.274
reset,5,2.441,3.509
resettable,10,0.894,1.292
resettle,8,1.406,1.292
resettlement,12,1.752,2.07
reshape,7,2.11,2.371
reshaping,9,2.576,1.991
reship,6,0.424,1.769
reshipment,10,1.033,1.292
reshoot,7,1.269,2.406
reshuffle,9,1.905,1.991
reside,6,2.011,3.048
residence,9,2.425,3.917
residency,9,2.064,3.292
resident,8,2.429,3.866
residential,11,2.254,3.256
residentially,13,1.545,1.292
residua,7,-0.575,1.292
residual,8,1.981,3.105
residuary,9,0.581,1.292
residue,7,2.067,3.441
residuum,8,-0.533,1.292
resift,6,0.384,1.292
resign,6,2.15,3.703
resignation,11,2.177,3.575
resigned,8,2.344,3.447
resignedly,10,0.893,1.292
resile,6,-0.734,1.292
resilience,10,2.09,2.195
resiliency,10,1.803,1.894
resilient,9,1.855,2.754
resin,5,1.882,2.783
resinate,8,0.514,1.292
resinous,8,0.521,1.292
resist,6,2.209,4.11
resistance,10,2.323,3.927
resistant,9,2.436,2.964
resister,8,0.966,1.292
resistibility,13,1.507,1.292
resistible,10,1.636,1.593
resistibly,10,1.115,1.292
resisting,9,2.32,3.477
resistive,9,1.111,1.292
resistively,11,0.636,1.292
resistivity,11,0.632,1.292
resistless,10,0.258,1.593
resistor,8,1.379,2.137
resit,5,0.095,1.292
resize,6,2.419,1.593
resole,6,0.588,1.593
resoluble,9,0.75,1.292
resolute,8,1.947,2.797
resolutely,10,1.534,2.195
resoluteness,12,1.389,1.292
resolution,10,2.173,3.471
resolvability,13,1.117,1.292
resolvable,10,1.82,1.292
resolve,7,2.455,3.686
resolved,8,2.274,3.537
resolvedly,10,0.964,1.292
resolvent,9,0.85,1.292
resolver,8,1.319,1.292
resonance,9,1.73,2.823
resonant,8,1.59,2.137
resonantly,10,1.009,1.292
resonate,8,1.851,2.522
resonator,9,1.354,1.292
resorcinol,10,-1.35,1.292
resort,6,2.332,3.84
resound,7,1.682,2.292
resounding,10,1.973,2.672
resoundingly,12,1.919,1.593
resource,8,2.576,3.216
resourceful,11,2.316,3.167
resourcefully,13,2.164,1.292
resourcefulness,15,2.434,2.438
respect,7,2.576,4.854
respectability,14,1.973,2.883
respectable,11,2.156,3.753
respectably,11,2.081,2.07
respecter,9,0.341,1.894
respectful,10,2.576,3.283
respectfully,12,2.322,3.287
respectfulness,14,1.834,1.292
respecting,10,2.255,3.032
respective,10,2.099,2.915
respectively,12,2.184,2.496
respectworthy,13,0.867,1.292
respell,7,0.34,1.292
respiration,11,2.439,3.098
respirator,10,2.427,2.872
respiratory,11,2.327,3.447
respire,7,0.9,1.292
respite,7,1.613,2.69
resplendence,12,0.783,1.292
resplendency,12,0.638,1.292
resplendent,11,1.007,2.371
resplendently,13,0.941,1.292
respond,7,2.576,4.149
respondent,10,1.946,2.195
responder,9,2.058,1.593
response,8,2.326,4.207
responsibility,14,2.426,4.549
responsible,11,2.428,4.653
responsibly,11,2.442,2.634
responsive,10,2.331,2.905
responsively,12,1.775,1.292
responsiveness,14,2.196,1.769
responsorial,12,-0.282,1.292
rest,4,2.249,5.328
restack,7,1.345,1.593
restart,7,2.435,2.783
restate,7,1.649,2.195
restatement,11,1.2,1.593
restaurant,10,2.334,4.667
restaurateur,12,0.724,1.991
restful,7,2.341,2.883
restfully,9,1.898,1.292
restfulness,11,1.838,1.593
resting,7,2.232,3.846
restitute,9,0.985,1.292
restitution,11,1.842,2.754
restive,7,0.71,1.292
restively,9,0.269,1.292
restiveness,11,0.491,1.292
restless,8,2.576,3.686
restlessly,10,2.172,1.292
restlessness,12,2.333,2.522
restock,7,1.615,2.672
restorable,10,1.844,1.593
restoral,8,-0.072,1.292
restoration,11,2.125,2.982
restorative,11,2.263,1.991
restoratively,13,1.363,1.292
restore,7,2.576,3.697
restorer,8,1.74,2.371
restrain,8,2.576,3.189
restrained,10,2.576,3.048
restrainedly,12,0.413,1.292
restrainer,10,1.846,1.593
restraining,11,2.317,3.527
restraint,9,2.322,3.412
restrict,8,2.248,2.754
restricted,10,2.442,3.614
restrictedly,12,0.977,1.292
restrictedness,14,1.015,1.292
restriction,11,2.118,2.723
restrictive,11,2.338,2.468
restrictively,13,1.807,1.292
restrictiveness,15,1.725,1.292
restring,8,1.261,1.593
restroom,8,2.163,3.392
restructure,11,2.213,2.438
restructuring,13,2.021,2.571
restudy,7,0.494,1.292
restyle,7,1.338,1.292
resubmission,12,1.543,1.292
resubmit,8,1.749,1.894
result,6,2.438,4.296
resultant,9,1.303,1.894
resultantly,11,0.344,1.292
resulting,9,2.234,3.2
resume,6,2.194,3.756
resumption,10,0.953,1.894
resupine,8,-0.486,1.292
resupply,8,1.483,2.571
resurface,9,2.336,2.137
resurge,7,1.575,1.292
resurgence,10,1.636,1.991
resurgent,9,1.527,1.292
resurrect,9,1.912,2.86
resurrection,12,2.248,3.53
resurvey,8,0.795,1.593
resuscitate,11,1.762,2.945
resuscitation,13,1.539,2.672
resuscitative,13,0.946,1.292
resuscitator,12,1.377,1.894
ret,3,-0.882,1.593
retable,7,-0.175,1.292
retag,5,0.818,1.292
retail,6,2.177,3.367
retailer,8,2.445,1.769
retailing,9,1.738,1.991
retain,6,2.224,3.378
retainable,10,2.193,1.292
retainer,8,2.322,3.329
retaining,9,2.312,2.823
retake,6,1.958,2.872
retaliate,9,2.169,3.105
retaliation,11,2.171,2.982
retaliative,11,0.898,1.292
retaliator,10,1.501,1.292
retaliatory,11,1.279,2.438
retard,6,2.175,3.597
retardant,9,1.72,2.07
retardate,9,-0.151,1.292
retardation,11,1.685,2.522
retarded,8,2.324,3.796
retarder,8,0.311,1.292
retarding,9,1.313,1.593
retch,5,1.034,2.496
retching,8,1.427,2.593
retell,6,1.049,1.593
retelling,9,1.614,1.769
retender,8,-0.193,1.292
retention,9,2.241,2.468
retentive,9,1.724,1.894
retentively,11,1.03,1.292
retentiveness,13,1.468,1.593
retest,6,1.667,2.371
retexture,9,0.869,1.292
rethink,7,1.944,3.251
rethread,8,0.824,1.769
reticence,9,0.935,2.137
reticent,8,1.097,2.406
reticently,10,0.717,1.292
reticle,7,0.073,1.593
reticular,9,0.849,2.07
reticulate,10,0.84,1.292
reticulated,11,1.047,1.769
reticulation,12,0.824,1.593
reticule,8,0.616,1.292
reticulocyte,12,-0.438,1.292
reticulum,9,0.764,2.137
retie,5,0.189,1.593
retighten,9,1.213,1.292
retile,6,-0.047,1.292
retime,6,-0.165,1.593
retina,6,2.201,2.872
retinaculum,11,-0.517,1.292
retinal,7,1.858,2.848
retinitis,9,0.413,2.07
retinoblastoma,14,0.452,1.593
retinoid,8,0.524,1.292
retinol,7,0.932,1.292
retinopathy,11,0.455,1.593
retinue,7,0.36,1.292
retire,6,2.312,3.991
retired,7,2.241,4.081
retiree,7,1.87,1.894
retirement,10,2.576,3.927
retiring,8,2.328,3.375
retiringly,10,0.548,1.292
retold,6,1.935,1.991
retook,6,0.985,1.991
retool,6,1.104,2.07
retort,6,2.031,2.438
retorted,8,1.697,1.593
retouch,7,1.754,1.292
retouching,10,1.753,1.991
retour,6,0.264,1.292
retrace,7,2.157,2.848
retraceable,11,1.813,1.292
retracement,11,0.296,1.292
retract,7,2.262,3.167
retractable,11,2.247,2.292
retracted,9,2.442,2.468
retractile,10,0.296,1.292
retraction,10,2.074,3.008
retractor,9,1.758,2.982
retrain,7,1.668,2.07
retraining,10,2.021,1.991
retransfer,10,0.876,1.292
retransform,11,0.397,1.292
retransformation,16,0.974,1.292
retranslate,11,1.241,1.292
retranslation,13,0.951,1.292
retransmission,14,0.991,1.292
retransmit,10,1.192,1.593
retread,7,1.194,2.07
retreat,7,2.434,3.978
retreater,9,0.9,1.292
retreating,10,2.332,2.982
retreatment,11,1.072,1.292
retrench,8,0.849,1.593
retrenchment,12,0.707,1.593
retrial,7,1.509,2.634
retribution,11,2.151,3.226
retributive,11,1.173,1.593
retributively,13,0.597,1.292
retrievable,11,2.172,1.769
retrievably,11,1.047,1.292
retrieval,9,2.177,3.055
retrieve,8,2.341,3.616
retriever,9,2.159,2.883
retro,5,2.061,3.173
retroact,8,0.691,1.292
retroaction,11,1.076,1.292
retroactive,11,1.697,2.614
retroactively,13,1.91,2.137
retroactivity,13,1.347,1.292
retrocede,9,0.187,1.593
retrocession,12,0.024,1.292
retrofit,8,1.262,2.292
retroflection,13,0.411,1.292
retroflex,9,0.438,1.292
retroflexed,11,0.361,1.292
retrograde,10,1.791,2.547
retrogress,10,0.27,1.292
retrogression,13,0.855,1.593
retrogressive,13,0.798,1.593
retrogressively,15,0.546,1.292
retroperitoneal,15,-0.226,1.894
retropharyngeal,15,0.014,1.292
retrospect,10,2.576,2.86
retrospection,13,1.367,1.292
retrospective,13,2.16,2.496
retrospectively,15,1.961,1.292
retroversion,12,0.893,1.292
retrovirus,10,1.26,1.769
retry,5,2.017,2.07
retsina,7,-0.657,1.292
retted,6,-0.896,1.292
retting,7,-0.872,1.292
retune,6,1.008,1.769
return,6,2.576,4.962
returnable,10,1.995,2.07
returned,8,2.438,4.394
returnee,8,0.97,1.593
returner,8,1.319,1.593
retweet,7,1.225,1.292
retying,7,0.899,1.593
retype,6,1.941,1.769
reuben,6,0.901,3.077
reunification,13,1.723,2.438
reunify,7,1.419,1.593
reunion,7,2.44,3.946
reunite,7,2.311,2.86
reupholster,11,0.915,1.769
reusable,8,2.439,1.593
reuse,5,2.061,2.137
reutilization,13,0.838,1.292
reutilize,9,0.887,1.292
rev,3,0.851,3.61
revaccinate,11,1.146,1.292
revaccination,13,0.931,1.292
revalidate,10,1.107,1.292
revalidation,12,1.097,1.292
revalorization,14,-0.489,1.292
revalorize,10,-0.588,1.292
revaluate,9,0.479,1.292
revaluation,11,0.738,1.292
revalue,7,1.352,1.593
revamp,6,1.942,1.991
reveal,6,2.227,3.97
revealed,8,2.426,3.768
revealer,8,1.684,1.593
revealing,9,2.162,3.425
revealingly,11,1.489,1.292
reveille,8,0.426,2.894
revel,5,1.743,2.915
revelation,10,2.187,3.441
revelator,9,0.325,1.292
revelatory,10,1.137,1.292
reveler,7,1.127,1.292
revelry,7,1.356,2.292
revenant,8,0.036,1.292
revenge,7,2.431,4.28
revengeful,10,1.444,1.894
revengefully,12,1.007,1.292
revengefulness,14,0.831,1.292
revenue,7,2.439,3.382
revenuer,8,0.014,1.292
reverb,6,1.283,2.246
reverberant,11,0.84,1.593
reverberate,11,1.635,1.769
reverberating,13,1.729,2.195
reverberation,13,1.766,1.991
revere,6,1.703,3.055
revered,7,1.891,2.915
reverence,9,2.043,3.131
reverend,8,1.841,4.276
reverent,8,1.693,2.371
reverential,11,1.154,1.292
reverentially,13,0.879,1.593
reverently,10,1.529,2.246
reverie,7,1.031,2.195
reversal,8,2.185,3.055
reverse,7,2.343,4.041
reversed,8,2.125,3.432
reversely,9,0.67,1.593
reverser,8,0.633,1.292
reversibility,13,1.965,1.292
reversible,10,2.442,2.496
reversibly,10,1.236,1.292
reversing,9,2.116,2.739
reversion,9,1.238,1.991
reversionary,12,0.114,1.292
revert,6,2.082,2.848
revertible,10,0.907,1.292
revetment,9,-0.864,1.292
review,6,2.318,4.17
reviewability,13,0.953,1.292
reviewable,10,1.923,1.292
reviewer,8,2.224,2.723
revile,6,1.259,2.195
revilement,10,0.58,1.292
reviler,7,0.665,1.292
reviling,8,1.114,1.292
revisable,9,1.425,1.292
revisal,7,0.573,1.292
revise,6,2.179,2.945
revised,7,2.176,3.098
reviser,7,1.049,1.292
revision,8,2.429,2.769
revisionary,11,1.321,1.292
revisionism,11,0.834,1.292
revisionist,11,1.449,2.438
revisit,7,2.111,2.935
revisualization,15,1.539,1.292
revitalization,14,2.138,1.292
revitalize,10,2.161,2.438
revivable,9,1.676,1.292
revival,7,2.433,3.077
revivalism,10,1.37,1.292
revivalist,10,1.531,1.292
revive,6,2.259,3.27
reviver,7,1.239,1.593
revivification,14,0.311,1.292
revivify,8,0.073,1.292
reviving,8,2.244,2.522
reviviscence,12,-0.414,1.292
revocability,12,0.993,1.292
revocable,9,1.462,1.894
revocation,10,1.378,1.769
revoke,6,2.186,2.872
revolt,6,2.339,3.195
revolting,9,2.31,3.287
revoltingly,11,1.772,1.593
revolute,8,0.023,1.292
revolution,10,2.439,4.091
revolutionarily,15,0.822,1.292
revolutionary,13,2.34,3.644
revolutionist,13,1.753,1.292
revolutionize,13,2.09,2.69
revolve,7,2.245,2.848
revolver,8,2.234,3.444
revolving,9,2.432,3.008
revote,6,0.48,1.769
revue,5,0.824,2.872
revulsion,9,1.722,2.406
revulsive,9,0.076,1.292
reward,6,2.446,4.256
rewarding,9,2.179,3.226
rewardingly,11,1.401,1.292
rewash,6,1.448,1.593
reweave,7,0.97,1.292
reweigh,7,0.259,1.593
reweight,8,-0.272,1.292
rewet,5,-0.31,1.292
rewind,6,2.208,3.246
rewire,6,2.311,2.69
reword,6,1.235,1.593
rework,6,1.895,2.246
reworked,8,2.055,2.333
rewound,7,1.574,1.991
rewove,6,0.272,1.292
rewoven,7,1.028,1.292
rewrap,6,1.729,1.593
rewrite,7,2.093,3.441
rewriter,8,0.98,1.593
rhapsodic,9,0.822,1.292
rhapsodically,13,0.869,1.593
rhapsodist,10,0.558,1.292
rhapsodize,10,0.985,1.292
rhapsody,8,2.055,2.739
rhea,4,0.21,1.769
rhenium,7,-0.476,1.292
rheology,8,-0.055,1.292
rheostat,8,0.013,1.292
rhesus,6,0.494,2.292
rhetoric,8,1.872,2.634
rhetorical,10,2.096,2.991
rhetorically,12,2.059,2.195
rhetorician,11,0.773,1.292
rheum,5,0.039,1.991
rheumatic,9,1.409,2.246
rheumatism,10,1.418,2.848
rheumatoid,10,1.629,2.195
rheumatology,12,1.493,1.593
rheumy,6,0.099,1.292
rhinestone,10,2.138,2.81
rhinitis,8,0.419,1.769
rhino,5,2.436,3.321
rhinoceros,10,1.705,2.883
rhinorrhea,10,-0.408,1.292
rhinovirus,10,0.848,1.292
rhizobium,9,-0.398,1.292
rhizoid,7,-0.043,1.292
rhizoidal,9,-0.22,1.292
rhizomatous,11,-0.426,1.292
rhizome,7,0.194,2.137
rho,3,-0.335,2.195
rhodium,7,0.687,1.769
rhododendron,12,1.116,1.894
rhodopsin,9,-0.703,1.292
rhomb,5,-0.589,1.292
rhombic,7,0.847,1.292
rhombohedra,11,-0.193,1.292
rhomboid,8,0.731,1.991
rhomboidal,10,0.515,1.292
rhombus,7,1.651,1.894
rhonchus,8,-0.885,1.292
rhubarb,7,1.893,3.04
rhyme,5,2.19,3.646
rhymester,9,-0.419,1.593
rhyolite,8,-0.62,1.292
rhythm,6,2.576,4.038
rhythmic,8,2.32,3.016
rhythmical,10,1.695,1.894
rhythmically,12,1.985,2.406
rhythmicity,11,0.409,1.292
riant,5,-1.36,1.292
rib,3,2.444,3.772
ribald,6,0.276,2.246
ribaldry,8,0.288,1.593
riband,6,-0.194,1.292
ribavirin,9,-0.911,1.292
ribband,7,-0.225,1.292
ribbed,6,1.96,2.571
ribbing,7,1.667,2.333
ribbon,6,2.258,3.705
ribbonfish,10,0.171,1.292
ribcage,7,1.967,1.292
riboflavin,10,1.113,2.137
ribonuclease,12,0.031,1.292
ribonucleic,11,0.477,1.593
ribose,6,0.175,1.292
ribosomal,9,0.191,1.292
ribosome,8,0.476,1.292
ribozyme,8,0.322,1.292
ribwort,7,-0.821,1.292
rice,4,2.309,4.178
ricebird,8,-0.749,1.292
ricer,5,0.507,1.292
rich,4,2.438,4.905
richen,6,-0.479,1.292
riches,6,2.346,3.525
richly,6,2.333,2.723
richness,8,1.85,2.496
richweed,8,-0.706,1.292
ricin,5,0.421,2.496
rick,4,0.761,4.418
rickets,7,1.58,2.614
rickettsia,10,-1.179,1.292
rickety,7,1.671,2.634
rickrack,8,-0.017,1.292
rickshaw,8,1.532,2.783
ricochet,8,1.584,2.69
ricotta,7,1.917,2.438
rid,3,2.23,4.777
riddance,8,1.943,3.241
ridden,6,1.835,3.333
ridding,7,0.887,2.522
riddle,6,2.445,3.657
riddling,8,1.253,2.07
ride,4,2.576,5.131
rider,5,1.948,3.887
ridge,5,2.263,3.851
ridged,6,2.32,1.769
ridgepole,9,0.199,2.07
ridgeway,8,1.111,2.522
ridging,7,0.749,1.593
ridicule,8,2.159,3.296
ridiculer,9,0.671,1.292
ridiculous,10,2.337,4.745
ridiculously,12,2.337,2.964
ridiculousness,14,1.839,1.769
riding,6,2.33,4.505
riel,4,-1.317,1.292
rifampin,8,-1.242,1.292
rife,4,1.264,2.723
riff,4,1.456,3.055
riffle,6,0.341,2.137
riffraff,8,1.457,3.016
rifle,5,2.127,4.163
rifleman,8,1.717,2.739
riflescope,10,0.58,1.292
rifling,7,1.589,2.593
rift,4,2.043,3.04
rig,3,2.326,3.936
rigatoni,8,1.017,2.496
rigger,6,1.229,2.292
rigging,7,2.017,3.04
right,5,2.576,6.602
righteous,9,2.255,3.595
righteously,11,2.016,2.333
righteousness,13,2.255,3.246
righter,7,0.227,1.991
rightful,8,2.192,3.371
rightfully,10,2.344,3.226
rightfulness,12,1.458,1.292
rightist,8,0.531,1.593
rightly,7,2.228,3.221
rightmost,9,0.957,1.292
rightness,9,1.191,2.292
rightward,9,0.758,1.593
rightwards,10,0.589,1.292
rightwing,9,1.448,1.292
righty,6,1.017,3.525
rigid,5,2.423,3.274
rigidify,8,0.304,1.292
rigidity,8,1.735,2.371
rigidly,7,2.326,2.246
rigidness,9,1.736,1.292
rigmarole,9,0.661,2.137
rigor,5,1.791,2.945
rigorist,8,0.288,1.292
rigorous,8,2.251,2.935
rigorously,10,2.279,2.333
rigorousness,12,1.338,1.593
rile,4,1.204,2.547
riley,5,0.101,3.751
rill,4,-0.178,2.137
rim,3,2.251,3.392
rime,4,-0.126,2.137
rimless,7,1.632,1.593
rimmed,6,1.938,1.292
rimy,4,-0.826,1.593
rind,4,1.414,2.468
ring,4,2.442,4.967
ringbolt,8,0.138,1.292
ringbone,8,-0.206,1.292
ringdove,8,-0.477,1.292
ringed,6,1.661,2.246
ringer,6,2.252,3.226
ringgit,7,-1.358,1.292
ringing,7,2.327,4.246
ringleader,10,2.322,2.739
ringlet,7,1.512,1.292
ringmaster,10,2.185,2.614
ringside,8,1.576,2.973
ringsider,9,0.398,1.292
ringtail,8,0.911,1.894
ringtone,8,2.576,1.991
ringworm,8,2.34,2.07
rink,4,1.639,3.333
rinse,5,2.174,3.375
rinsing,7,1.774,1.894
riot,4,2.438,3.813
rioter,6,1.309,1.292
rioting,7,2.256,2.723
riotous,7,1.358,2.246
riotously,9,1.017,1.292
riotousness,11,0.876,1.292
rip,3,2.427,4.304
riparian,8,-0.32,1.292
